,Unnamed: 0,orig,dest,airline,dep_date,ret_date,search_date,price
389027,389027,HAM,LHR,BA,2021-01-16,2021-01-24,2020-04-23,139.55599999999998
389124,389124,HAM,MAD,IB,2021-01-23,2021-01-31,2020-06-04,311.59850000000006
389174,389174,MUC,YUL,LH,2021-01-18,2021-01-31,2020-05-30,267.63300000000004
389192,389192,PEK,CTU,CA,2021-01-16,2021-01-31,2020-04-23,480.277
389239,389239,FRA,EDI,LH,2021-03-07,2021-03-14,2020-04-15,283.63400000000007
389302,389302,PEK,CTU,CA,2021-01-17,2021-01-31,2020-04-23,477.04100000000005
389357,389357,MUC,RAK,LH,2021-01-24,2021-01-31,2020-04-23,879.722
389400,389400,MAD,LIM,LA,2020-12-17,2020-12-31,2020-04-11,174.43400000000003
389456,389456,FRA,DEL,LH,2021-02-25,2021-03-14,2020-04-12,1110.2865000000004
389522,389522,MUC,LCA,LH,2021-01-23,2021-01-31,2020-04-23,750.0215000000002
389609,389609,FRA,JNB,SA,2021-02-18,2021-03-11,2020-05-25,547.6289999999998
389622,389622,FRA,SPU,LH,2020-12-11,2020-12-19,2020-04-13,746.9000000000003
389687,389687,MUC,LHR,LH,2021-01-24,2021-01-31,2020-04-23,750.0215000000002
389774,389774,FRA,JNB,SA,2021-02-19,2021-03-11,2020-05-25,539.5374999999998
389811,389811,MUC,LCA,LH,2021-01-16,2021-01-31,2020-05-07,791.1735000000001
389851,389851,FRA,JNB,SA,2021-02-21,2021-03-11,2020-04-22,502.7335
389918,389918,FRA,LHR,BA,2021-01-16,2021-01-24,2020-05-04,454.77950000000016
389952,389952,FRA,VCE,LH,2020-12-12,2020-12-19,2020-04-13,724.0810000000004
390049,390049,FRA,JNB,SA,2021-02-26,2021-03-11,2020-05-25,515.2639999999999
390104,390104,FRA,JNB,SA,2021-02-25,2021-03-11,2020-05-25,519.3129999999999
390117,390117,FRA,WAW,LH,2020-12-11,2020-12-19,2020-04-13,746.9000000000003
390193,390193,FRA,LHR,BA,2021-01-09,2021-01-24,2020-05-04,447.6295000000002
390237,390237,FRA,JNB,SA,2021-02-28,2021-03-11,2020-04-23,502.7429999999998
390281,390281,FRA,DEL,LH,2021-02-26,2021-03-14,2020-04-12,1110.2865000000004
390353,390353,FRA,RAK,LH,2020-12-14,2020-12-19,2020-04-29,1114.1850000000006
390409,390409,MUC,CAI,MS,2021-03-05,2021-03-13,2020-04-30,605.3219999999999
390493,390493,JNB,WDH,SA,2021-02-18,2021-03-11,2020-05-29,230.1905
390548,390548,JNB,CPT,SA,2021-01-10,2021-01-28,2020-05-29,216.5575
390603,390603,JNB,WDH,SA,2021-02-19,2021-03-11,2020-05-29,230.1905
390630,390630,FRA,MEX,LH,2020-12-02,2020-12-19,2020-05-01,295.6739999999998
390713,390713,JNB,CPT,SA,2021-01-18,2021-01-28,2020-05-29,214.70750000000004
390768,390768,JNB,WDH,SA,2021-02-23,2021-03-11,2020-05-29,230.1905
390823,390823,JNB,WDH,SA,2021-01-14,2021-01-28,2020-05-29,232.08049999999997
390852,390852,LHR,DEN,BA,2021-02-20,2021-03-07,2020-05-03,988.928
390900,390900,LHR,EDI,BA,2021-01-16,2021-01-24,2020-04-26,662.1915000000001
390958,390958,FRA,YUL,AC,2021-01-21,2021-01-30,2020-04-29,564.636
391043,391043,JNB,WDH,SA,2021-02-24,2021-03-11,2020-05-29,230.1905
391101,391101,FRA,YYC,AC,2021-01-15,2021-01-30,2020-06-01,423.0485000000001
391154,391154,LHR,EDI,BA,2021-02-27,2021-03-07,2020-05-30,929.0415
391202,391202,FRA,YYC,AC,2021-01-14,2021-01-30,2020-05-23,426.05550000000005
391266,391266,FRA,YYC,AC,2021-01-16,2021-01-30,2020-06-01,423.0485000000001
391321,391321,FRA,YYZ,AC,2021-01-20,2021-01-30,2020-06-01,421.0485000000001
391373,391373,JNB,WDH,SA,2021-02-25,2021-03-11,2020-05-29,230.1905
391428,391428,JNB,CPT,SA,2021-03-01,2021-03-11,2020-05-29,213.80750000000003
391486,391486,FRA,YYC,AC,2021-01-17,2021-01-30,2020-06-01,423.0485000000001
391535,391535,FRA,YYC,AC,2021-01-08,2021-01-30,2020-05-26,356.32400000000007
391590,391590,FRA,YYC,AC,2021-01-09,2021-01-30,2020-05-26,356.32400000000007
391648,391648,JNB,CPT,SA,2021-01-13,2021-01-28,2020-05-29,216.5575
391703,391703,JNB,WDH,SA,2021-01-13,2021-01-28,2020-05-29,232.08049999999997
391721,391721,MAD,VVI,UX,2021-01-16,2021-01-31,2020-04-22,310.3375
391775,391775,MUC,ARN,LH,2021-03-08,2021-03-14,2020-04-21,502.3385
391830,391830,MAD,SCL,IB,2021-01-16,2021-01-31,2020-04-21,284.16
391892,391892,FRA,OSL,LH,2021-01-25,2021-01-31,2020-04-28,215.2975
391947,391947,LHR,PER,QF,2021-02-10,2021-03-06,2020-04-28,438.5205
392002,392002,LHR,PER,QF,2021-02-07,2021-03-06,2020-04-28,438.5205
392082,392082,AMS,SJO,KL,2021-01-12,2021-01-28,2020-05-23,634.0215000000002
392122,392122,LHR,SYD,QF,2021-02-16,2021-03-06,2020-05-08,214.6885
392167,392167,LHR,MEL,QF,2021-02-14,2021-03-06,2020-04-28,438.5205
392253,392253,JNB,WDH,SA,2021-01-07,2021-01-28,2020-05-29,232.08049999999997
392308,392308,JNB,WDH,SA,2021-01-08,2021-01-28,2020-05-29,232.08049999999997
392315,392315,LHR,JNB,BA,2021-02-13,2021-03-07,2020-04-11,968.4550000000003
392418,392418,JNB,WDH,SA,2021-01-12,2021-01-28,2020-05-29,232.08049999999997
392437,392437,FRA,YUL,AC,2021-01-18,2021-01-30,2020-04-23,567.9034999999999
392524,392524,FRA,TIA,LH,2021-01-21,2021-01-31,2020-05-25,1039.387
392579,392579,SIN,KUL,SQ,2021-01-04,2021-01-25,2020-05-25,671.0230000000001
392614,392614,MUC,ATH,LH,2020-12-11,2020-12-19,2020-05-05,401.6915
392663,392663,SIN,BNE,QF,2021-01-07,2021-01-23,2020-04-29,483.5265
392726,392726,SIN,KUL,MI,2021-01-09,2021-01-25,2020-05-07,545.7574999999998
392755,392755,IST,BKK,TK,2021-02-24,2021-03-08,2020-04-11,642.7904999999997
392854,392854,SIN,KUL,SQ,2021-01-11,2021-01-25,2020-05-25,671.5230000000001
392879,392879,SIN,HKT,SQ,2021-01-08,2021-01-25,2020-04-25,565.308
392964,392964,SIN,ADL,SQ,2021-01-07,2021-01-25,2020-05-25,978.0345
392992,392992,DXB,CMB,EK,2021-02-05,2021-02-20,2020-04-28,165.915
393059,393059,DXB,BKK,EK,2021-02-07,2021-02-20,2020-05-10,177.45300000000003
393114,393114,DXB,CMB,EK,2021-02-09,2021-02-20,2020-05-10,177.45300000000003
393165,393165,MUC,MOW,LH,2020-12-11,2020-12-19,2020-05-06,532.495
393222,393222,LHR,SYD,QF,2021-01-05,2021-01-23,2020-05-08,215.7045
393275,393275,MUC,LHR,LH,2021-03-07,2021-03-14,2020-05-06,684.9205000000002
393317,393317,MUC,DBV,LH,2020-12-12,2020-12-19,2020-04-23,479.811
393386,393386,FRA,YUL,AC,2020-12-09,2020-12-18,2020-05-07,419.7285
393432,393432,FRA,PVG,CA,2021-01-16,2021-01-31,2020-04-28,1215.8225000000004
393482,393482,FRA,PVG,CA,2021-01-17,2021-01-31,2020-04-23,1200.547
393536,393536,FRA,PEK,LH,2021-01-08,2021-01-30,2020-04-22,782.5070000000003
393591,393591,TPE,CGK,CI,2021-02-24,2021-03-13,2020-04-22,227.54099999999988
393647,393647,FRA,PVG,CA,2021-01-18,2021-01-31,2020-04-23,1200.547
393690,393690,FRA,BKK,LH,2021-02-28,2021-03-13,2020-04-11,334.64
393798,393798,FRA,YUL,LH,2020-12-07,2020-12-19,2020-06-03,760.2024999999996
393811,393811,FRA,PEK,LH,2021-01-17,2021-01-31,2020-04-22,970.0555000000003
393866,393866,FRA,PEK,LH,2021-01-15,2021-01-31,2020-04-22,970.0555000000003
393919,393919,MUC,CPH,LH,2020-12-12,2020-12-19,2020-04-20,330.418
393976,393976,FRA,PEK,LH,2021-01-16,2021-01-31,2020-04-22,970.0555000000003
394051,394051,IST,BKK,TK,2021-02-22,2021-03-08,2020-05-12,629.8409999999999
394087,394087,MUC,DME,LH,2020-12-12,2020-12-19,2020-04-23,479.811
394132,394132,FRA,SIN,SQ,2021-01-15,2021-01-25,2020-04-13,162.8899999999999
394205,394205,SIN,CHC,SQ,2021-01-03,2021-01-25,2020-05-01,443.3655
394265,394265,MUC,LCA,LH,2020-12-11,2020-12-19,2020-05-06,610.5535
394339,394339,SIN,AKL,SQ,2021-01-02,2021-01-25,2020-05-25,978.0345
394374,394374,SIN,MNL,SQ,2021-01-15,2021-01-25,2020-05-05,241.33700000000002
394426,394426,MUC,KRK,LH,2020-12-11,2020-12-19,2020-05-02,479.4965
394466,394466,SIN,MEL,SQ,2021-01-08,2021-01-25,2020-04-17,247.3735
394517,394517,FRA,SIN,SQ,2021-01-11,2021-01-25,2020-04-13,158.8899999999999
394610,394610,MAD,EZE,IB,2021-01-16,2021-01-31,2020-05-21,259.35650000000004
394669,394669,SIN,ADL,SQ,2021-02-18,2021-03-08,2020-05-25,978.5345
394705,394705,DXB,BKK,EK,2020-12-27,2021-01-09,2020-05-06,147.94000000000003
394777,394777,SIN,HKT,SQ,2021-02-19,2021-03-08,2020-05-23,574.182
394792,394792,DXB,CMB,EK,2020-12-29,2021-01-09,2020-04-13,154.065
394897,394897,SIN,BNE,QF,2021-02-18,2021-03-06,2020-06-02,577.263
394901,394901,SIN,KUL,MI,2021-02-20,2021-03-08,2020-04-12,632.445
395002,395002,SIN,KUL,SQ,2021-02-22,2021-03-08,2020-05-28,762.3505000000001
395048,395048,FRA,AUH,EY,2020-12-20,2020-12-31,2020-05-19,540.114
395092,395092,YYC,YVR,AC,2021-02-18,2021-03-13,2020-05-08,309.5754999999998
395120,395120,FRA,GRU,LH,2021-01-15,2021-01-31,2020-04-11,189.52
395196,395196,FRA,GOA,LH,2021-01-23,2021-01-31,2020-05-02,216.77000000000004
395232,395232,FRA,WAW,LO,2020-12-12,2020-12-19,2020-04-13,724.0810000000004
395285,395285,FRA,ATH,LH,2020-12-11,2020-12-19,2020-04-11,175.3040000000001
395364,395364,SIN,MNL,SQ,2021-02-26,2021-03-08,2020-05-05,236.36499999999995
395435,395435,MAD,EZE,IB,2021-01-17,2021-01-31,2020-05-21,259.35650000000004
395473,395473,MUC,LCA,LH,2021-02-27,2021-03-14,2020-05-04,793.0245
395545,395545,MAD,EZE,IB,2021-01-10,2021-01-31,2020-05-21,263.1435
395614,395614,AMS,SJO,KL,2021-02-23,2021-03-11,2020-06-04,578.216
395638,395638,FRA,GLA,LH,2020-12-12,2020-12-19,2020-05-04,202.52
395679,395679,LHR,PER,QF,2020-12-27,2021-01-23,2020-04-20,370.9710000000002
395769,395769,CDG,SCL,AF,2021-02-27,2021-03-14,2020-05-25,466.71300000000053
395780,395780,SIN,KUL,SQ,2021-02-15,2021-03-08,2020-04-11,672.7644999999999
395844,395844,LHR,MEL,QF,2021-01-03,2021-01-23,2020-04-20,370.86800000000017
395919,395919,LHR,JNB,BA,2021-01-02,2021-01-24,2020-05-10,614.0944999999998
395992,395992,SIN,CHC,SQ,2021-02-14,2021-03-08,2020-05-28,568.9009999999997
396036,396036,FRA,LIS,LH,2020-12-14,2020-12-19,2020-05-17,162.77450000000005
396073,396073,DUS,LHR,BA,2021-01-16,2021-01-24,2020-04-29,170.43349999999995
396127,396127,DUS,SIN,SQ,2021-01-08,2021-01-25,2020-04-28,649.0549999999997
396209,396209,SIN,AKL,SQ,2021-02-13,2021-03-08,2020-05-25,978.5345
396237,396237,DUS,SIN,SQ,2021-01-12,2021-01-25,2020-04-28,649.0549999999997
396278,396278,SIN,MEL,SQ,2021-02-19,2021-03-08,2020-04-14,273.3285
396339,396339,LHR,PER,QF,2020-12-30,2021-01-23,2020-04-20,370.86800000000017
396385,396385,FRA,BKK,LH,2021-02-28,2021-03-14,2020-04-11,334.64
396459,396459,FRA,YUL,LH,2021-01-19,2021-01-31,2020-04-30,966.698
396513,396513,MAD,EZE,IB,2020-12-07,2020-12-20,2020-04-29,270.65
396588,396588,FRA,TLL,LH,2021-02-28,2021-03-14,2020-05-19,1076.9010000000003
396656,396656,FRA,YYZ,AC,2021-01-19,2021-01-29,2020-06-01,418.0485000000001
396670,396670,FRA,TPE,CI,2021-02-24,2021-03-13,2020-04-21,388.11800000000005
396740,396740,MUC,LCA,LH,2020-12-05,2020-12-20,2020-05-06,578.4029999999998
396790,396790,FRA,YUL,LH,2021-01-18,2021-01-30,2020-05-01,904.7995
396870,396870,FRA,YYZ,AC,2021-01-07,2021-01-29,2020-05-26,359.32400000000007
396922,396922,FRA,YYZ,AC,2021-01-14,2021-01-29,2020-05-23,426.05550000000005
396986,396986,FRA,YYZ,AC,2021-01-16,2021-01-29,2020-06-01,423.0485000000001
397001,397001,FRA,PTY,LH,2020-12-15,2020-12-31,2020-04-22,782.5880000000003
397056,397056,FRA,PEK,LH,2021-01-08,2021-01-29,2020-04-22,782.5070000000003
397127,397127,FRA,PVG,LH,2021-01-10,2021-01-29,2020-05-08,1105.3925000000004
397166,397166,FRA,LIS,TP,2021-03-06,2021-03-14,2020-04-22,289.31000000000006
397237,397237,FRA,PVG,CA,2021-01-16,2021-01-30,2020-05-08,1141.9050000000002
397265,397265,FRA,SIN,SQ,2020-12-28,2021-01-24,2020-04-11,164.8899999999999
397320,397320,FRA,SIN,SQ,2021-02-22,2021-03-08,2020-04-11,168.8899999999999
397424,397424,AUH,CMB,EY,2020-12-05,2020-12-20,2020-05-30,479.2099999999999
397430,397430,FRA,SIN,SQ,2021-02-21,2021-03-08,2020-04-11,168.8899999999999
397502,397502,FRA,SIN,SQ,2021-02-19,2021-03-08,2020-04-28,172.38999999999993
397588,397588,JNB,CPT,SA,2020-12-07,2020-12-17,2020-05-29,216.5575
397612,397612,FRA,SIN,SQ,2021-02-18,2021-03-08,2020-04-28,172.38999999999993
397668,397668,FRA,SIN,SQ,2021-02-15,2021-03-08,2020-04-29,166.3899999999999
397723,397723,MAD,EZE,IB,2020-12-05,2020-12-20,2020-04-29,270.65
397788,397788,AUH,CMB,EY,2020-12-16,2020-12-29,2020-05-09,294.5245000000002
397853,397853,FRA,TLL,LH,2021-03-04,2021-03-14,2020-05-19,875.6499999999999
397898,397898,AUH,CMB,EY,2020-12-16,2020-12-28,2020-05-09,294.5245000000002
397959,397959,FRA,DUB,EI,2021-01-02,2021-01-10,2020-05-15,255.6585000000001
398018,398018,FRA,TLL,LH,2021-03-10,2021-03-14,2020-05-19,774.2999999999997
398083,398083,JNB,WDH,SA,2020-12-03,2020-12-17,2020-05-29,232.1905
398128,398128,FRA,TLL,LH,2021-03-06,2021-03-14,2020-05-19,811.9499999999997
398169,398169,LHR,EDI,BA,2020-12-05,2020-12-13,2020-05-05,708.4704999999999
398218,398218,FRA,SIN,SQ,2021-02-07,2021-03-08,2020-04-29,167.3899999999999
398282,398282,FRA,PVG,CA,2021-01-14,2021-01-30,2020-05-08,1134.0120000000004
398328,398328,FRA,LAS,LH,2020-12-20,2021-01-04,2020-04-29,459.668
398414,398414,MUC,WAW,LO,2021-01-16,2021-01-30,2020-05-30,267.63300000000004
398444,398444,FRA,YYC,AC,2021-02-26,2021-03-13,2020-05-05,172.81
398499,398499,FRA,YYC,AC,2021-02-27,2021-03-13,2020-05-05,172.81
398554,398554,FRA,YYC,AC,2021-02-28,2021-03-13,2020-05-05,172.81
398635,398635,MUC,WAW,LO,2021-01-23,2021-01-30,2020-05-31,327.04550000000006
398664,398664,FRA,YUL,LH,2021-03-02,2021-03-14,2020-05-05,772.3435
398707,398707,FRA,DEL,LH,2021-01-18,2021-01-30,2020-04-23,1052.9660000000001
398774,398774,FRA,YUL,AC,2021-03-01,2021-03-13,2020-05-05,172.81
398850,398850,FRA,YUL,AC,2020-12-07,2020-12-19,2020-05-26,415.6955
398880,398880,SIN,CGK,SQ,2021-01-05,2021-01-24,2020-05-01,448.801
398939,398939,SIN,MNL,SQ,2020-12-31,2021-01-24,2020-05-05,239.567
399023,399023,FRA,YUL,LH,2020-12-08,2020-12-20,2020-06-03,752.8864999999997
399072,399072,SIN,KUL,SQ,2021-01-04,2021-01-24,2020-05-28,670.4330000000002
399082,399082,FRA,GRU,LH,2021-02-26,2021-03-14,2020-04-13,190.02
399153,399153,SIN,BNE,QF,2020-12-31,2021-01-22,2020-04-29,429.17400000000015
399243,399243,FRA,GRU,LA,2021-01-31,2021-02-10,2020-06-03,180.32000000000005
399271,399271,SIN,KNO,MI,2021-01-05,2021-01-24,2020-05-07,525.754
399318,399318,SIN,BNE,QF,2020-12-29,2021-01-22,2020-04-29,429.17400000000015
399362,399362,FRA,CUN,LH,2020-12-24,2021-01-04,2020-04-18,197.244
399427,399427,FRA,KEF,FI,2020-12-05,2020-12-17,2020-04-28,658.4200000000002
399484,399484,FRA,YYC,AC,2021-02-25,2021-03-13,2020-04-30,179.46
399520,399520,MAD,EZE,IB,2020-12-09,2020-12-20,2020-04-11,270.26350000000014
399592,399592,IST,BKK,TK,2021-01-09,2021-01-24,2020-04-28,787.7479999999997
399649,399649,MUC,PEK,CA,2021-02-25,2021-03-13,2020-04-30,1046.537
399703,399703,MAD,EZE,IB,2020-12-06,2020-12-20,2020-04-29,270.65
399740,399740,MAD,SCL,IB,2020-12-05,2020-12-20,2020-04-11,299.83
399822,399822,FRA,PVG,LH,2021-01-16,2021-01-30,2020-05-08,1141.9050000000002
399897,399897,FRA,YYC,AC,2021-02-20,2021-03-13,2020-05-28,407.38500000000016
399952,399952,FRA,YYZ,AC,2021-02-18,2021-03-13,2020-05-28,407.38500000000016
400007,400007,FRA,YYC,AC,2021-02-19,2021-03-13,2020-05-28,407.38500000000016
400038,400038,FRA,YUL,AC,2021-03-04,2021-03-13,2020-05-04,176.61
400082,400082,PEK,CSX,CA,2021-01-24,2021-01-30,2020-04-23,476.3395
400148,400148,FRA,YYZ,AC,2021-03-03,2021-03-13,2020-05-04,176.61
400215,400215,CTU,KMG,CA,2021-01-13,2021-01-28,2020-05-16,276.925
400253,400253,FRA,SIN,SQ,2021-02-26,2021-03-08,2020-04-29,164.88999999999996
400321,400321,FRA,KEF,FI,2021-01-16,2021-01-28,2020-05-12,662.2864999999998
400375,400375,MUC,KRK,LH,2021-01-22,2021-01-30,2020-05-11,559.5285
400420,400420,FRA,PVG,LH,2021-02-27,2021-03-13,2020-05-01,1220.4140000000002
400466,400466,FRA,PRG,LH,2021-03-10,2021-03-14,2020-04-22,896.8340000000003
400522,400522,MUC,MAD,LH,2021-01-16,2021-01-30,2020-04-23,686.3465
400568,400568,FRA,MEX,LH,2021-01-15,2021-01-30,2020-04-14,294.7700000000001
400623,400623,FRA,MEX,LH,2021-01-13,2021-01-30,2020-04-14,307.48899999999986
400692,400692,FRA,MLA,LH,2021-03-08,2021-03-14,2020-04-28,309.9235
400741,400741,FRA,PEK,CA,2021-01-15,2021-01-28,2020-04-22,913.7605000000003
400796,400796,FRA,PEK,CA,2021-01-15,2021-01-30,2020-04-22,913.7605000000003
400857,400857,MUC,ATH,LH,2021-01-22,2021-01-30,2020-04-28,458.97099999999983
400907,400907,MUC,DBV,LH,2021-01-23,2021-01-30,2020-04-23,536.1455000000002
400961,400961,FRA,PEK,CA,2021-02-26,2021-03-13,2020-04-22,896.7260000000003
401016,401016,MUC,CPH,LH,2021-01-23,2021-01-30,2020-04-22,373.6835
401071,401071,FRA,PEK,CA,2021-02-27,2021-03-13,2020-04-22,896.7260000000003
401145,401145,GIG,IGU,LA,2020-12-13,2020-12-30,2020-05-11,334.5655000000001
401199,401199,LHR,SFO,BA,2021-01-03,2021-01-23,2020-05-10,624.8849999999999
401254,401254,LHR,LAS,BA,2021-01-03,2021-01-23,2020-05-10,627.0039999999998
401300,401300,FRA,PVG,CA,2021-02-25,2021-03-13,2020-05-01,1223.5280000000002
401346,401346,FRA,PEK,CA,2021-02-19,2021-03-13,2020-04-22,896.6570000000003
401435,401435,FRA,YYZ,AC,2021-01-07,2021-01-30,2020-05-26,359.32400000000007
401464,401464,TXL,TLL,BT,2020-12-10,2020-12-20,2020-04-30,83.21000000000002
401534,401534,MAD,EZE,IB,2021-02-27,2021-03-14,2020-05-15,230.65
401583,401583,MUC,DUB,EI,2021-01-03,2021-01-11,2020-05-09,501.43349999999987
401623,401623,MUC,ATH,LH,2021-01-22,2021-01-31,2020-04-24,531.1724999999999
401692,401692,FRA,JFK,LH,2021-01-25,2021-01-31,2020-05-08,1114.2299999999998
401754,401754,MAD,EZE,IB,2021-02-21,2021-03-14,2020-05-15,230.65
401809,401809,MAD,EZE,IB,2021-02-28,2021-03-14,2020-05-15,230.65
401857,401857,AUH,CMB,EY,2020-12-12,2020-12-26,2020-05-08,417.1320000000002
401914,401914,LHR,ATL,BA,2021-01-10,2021-01-23,2020-05-10,637.1125
401967,401967,MAD,SCL,IB,2021-02-27,2021-03-14,2020-05-08,295.129
402028,402028,CDG,SCL,AF,2020-12-05,2020-12-20,2020-05-14,444.96249999999947
402098,402098,JNB,WDH,SA,2021-01-13,2021-01-27,2020-05-29,232.08049999999997
402106,402106,FRA,GRU,LH,2020-12-04,2020-12-20,2020-04-12,189.52
402208,402208,JNB,CPT,SA,2021-01-17,2021-01-27,2020-05-29,214.70750000000004
402263,402263,JNB,CPT,SA,2021-01-12,2021-01-27,2020-05-29,216.5575
402318,402318,JNB,WDH,SA,2021-01-12,2021-01-27,2020-05-29,232.08049999999997
402353,402353,AUH,AMD,EY,2020-12-09,2020-12-26,2020-05-09,294.4899999999999
402397,402397,DUS,SIN,SQ,2021-02-23,2021-03-08,2020-04-28,625.41
402459,402459,DUS,CPH,SK,2021-01-22,2021-01-30,2020-05-05,366.0205
402507,402507,DUS,SIN,SQ,2021-02-19,2021-03-08,2020-04-28,625.41
402572,402572,AUH,CMB,EY,2020-12-12,2020-12-28,2020-05-08,417.1320000000002
402627,402627,AUH,CMB,EY,2020-12-12,2020-12-27,2020-05-08,417.1320000000002
402667,402667,HAM,LHR,BA,2021-02-27,2021-03-07,2020-04-23,183.853
402755,402755,AUH,CMB,EY,2020-12-11,2020-12-26,2020-05-26,477.273
402765,402765,MUC,SPU,LH,2021-01-17,2021-01-30,2020-04-11,115.7505
402822,402822,FRA,ATH,LH,2020-12-08,2020-12-20,2020-04-13,174.94400000000005
402926,402926,MAD,CMN,IB,2021-01-15,2021-01-30,2020-06-01,190.83
402936,402936,FRA,HEL,LH,2021-03-06,2021-03-14,2020-04-17,771.2935
403025,403025,MAD,EZE,IB,2021-01-10,2021-01-30,2020-05-21,263.1435
403080,403080,MAD,EZE,IB,2021-01-11,2021-01-30,2020-05-21,263.1435
403135,403135,MAD,EZE,IB,2021-01-20,2021-01-30,2020-05-21,259.35650000000004
403190,403190,MAD,EZE,IB,2021-01-16,2021-01-30,2020-05-21,259.35650000000004
403232,403232,LHR,SIN,QF,2021-01-06,2021-01-22,2020-05-08,215.7045
403284,403284,MUC,MEX,LH,2021-01-14,2021-01-29,2020-05-05,620.9729999999997
403355,403355,MAD,EZE,IB,2021-01-17,2021-01-30,2020-05-21,259.35650000000004
403399,403399,LHR,EDI,BA,2021-01-17,2021-01-28,2020-05-10,660.909
403454,403454,MUC,OTP,LH,2021-02-27,2021-03-08,2020-05-10,788.4804999999999
403480,403480,FRA,BUD,LH,2021-02-04,2021-02-09,2020-04-11,1140.8360000000005
403538,403538,FRA,MEX,LH,2021-02-22,2021-03-08,2020-04-14,294.7700000000001
403593,403593,FRA,MEX,LH,2021-02-23,2021-03-08,2020-04-14,294.7700000000001
403657,403657,MUC,BCN,LH,2021-02-04,2021-02-08,2020-04-23,582.293
403728,403728,MUC,PVG,LH,2021-02-27,2021-03-08,2020-05-09,814.1989999999997
403789,403789,MAD,HAV,IB,2021-02-20,2021-03-08,2020-05-15,230.65
403863,403863,FRA,GLA,LH,2021-02-03,2021-02-08,2020-06-03,193.57000000000008
403918,403918,FRA,GLA,LH,2021-02-02,2021-02-09,2020-06-03,180.32000000000005
403954,403954,MAD,EZE,IB,2021-02-21,2021-03-08,2020-05-15,230.65
403984,403984,ZRH,PRN,LX,2021-01-31,2021-02-08,2020-04-20,177.47499999999997
404041,404041,FRA,PEK,CA,2021-02-17,2021-03-07,2020-04-22,845.5030000000003
404113,404113,AMS,EDI,KL,2021-01-29,2021-02-07,2020-05-09,452.34
404151,404151,FRA,PEK,CA,2021-02-16,2021-03-07,2020-04-22,845.5030000000003
404243,404243,AMS,SJO,KL,2021-01-24,2021-02-07,2020-05-29,680.2094999999998
404276,404276,MUC,SIN,SQ,2021-02-11,2021-03-02,2020-05-07,1429.2479999999998
404351,404351,MUC,MEX,LH,2021-02-20,2021-03-08,2020-05-27,1068.9144999999996
404375,404375,FRA,EDI,LH,2021-03-04,2021-03-08,2020-04-26,312.3835
404425,404425,FRA,EDI,LH,2021-03-03,2021-03-08,2020-04-21,316.13150000000013
404480,404480,FRA,EDI,LH,2021-03-01,2021-03-08,2020-04-21,317.14700000000005
404547,404547,FRA,EDI,LH,2021-02-27,2021-03-08,2020-05-03,305.8175
404608,404608,CDG,CAS,AF,2021-01-28,2021-02-07,2020-05-09,599.3604999999998
404644,404644,FRA,MAD,IB,2021-02-26,2021-03-08,2020-04-20,1081.0505
404707,404707,FRA,DEL,LH,2021-01-30,2021-02-08,2020-04-28,1177.0889999999995
404793,404793,JNB,VFA,SA,2021-01-17,2021-02-06,2020-05-29,230.41799999999995
404800,404800,FRA,LHR,BA,2021-02-14,2021-03-01,2020-04-11,568.67
404867,404867,LHR,JNB,BA,2021-01-20,2021-02-02,2020-04-23,738.5820000000003
404958,404958,JNB,WDH,SA,2021-01-21,2021-02-05,2020-05-29,230.41799999999995
404965,404965,FRA,LHR,BA,2021-02-12,2021-03-01,2020-04-11,564.52
405033,405033,FRA,LHR,BA,2021-01-31,2021-03-01,2020-04-24,584.0195
405123,405123,JNB,WDH,SA,2021-01-22,2021-02-06,2020-05-29,227.801
405143,405143,FRA,LHR,BA,2021-02-02,2021-03-01,2020-04-24,548.466
405197,405197,LHR,CPT,BA,2021-01-18,2021-02-02,2020-04-23,750.3060000000003
405252,405252,HAM,LHR,BA,2021-02-22,2021-03-01,2020-04-23,165.51849999999996
405321,405321,FRA,FAO,LH,2021-02-21,2021-03-08,2020-05-07,579.645
405398,405398,JNB,CPT,SA,2021-01-24,2021-02-06,2020-05-29,212.886
405453,405453,JNB,WDH,SA,2021-01-25,2021-02-05,2020-05-29,227.801
405508,405508,JNB,WDH,SA,2021-01-26,2021-02-06,2020-05-29,227.801
405521,405521,FRA,GDN,LH,2021-02-22,2021-03-08,2020-04-17,275.0955
