,Unnamed: 0,orig,dest,airline,dep_date,ret_date,search_date,price
372029,372029,MAD,SCL,IB,2021-02-21,2021-03-12,2020-04-20,288.07749999999993
372077,372077,FRA,SIN,SQ,2021-01-11,2021-01-28,2020-04-13,158.8899999999999
372132,372132,FRA,SIN,SQ,2021-01-12,2021-01-28,2020-04-13,158.8899999999999
372187,372187,FRA,SIN,SQ,2021-01-10,2021-01-28,2020-04-13,158.8899999999999
372240,372240,FRA,SIN,SQ,2021-01-04,2021-01-28,2020-04-11,162.8899999999999
372349,372349,MAD,MEX,IB,2021-02-27,2021-03-12,2020-06-04,274.32000000000005
372350,372350,FRA,SIN,SQ,2021-01-17,2021-01-28,2020-04-11,161.3899999999999
372458,372458,TPE,CGK,CI,2021-01-19,2021-02-03,2020-06-03,343.59550000000013
372514,372514,MAD,PTY,IB,2021-02-24,2021-03-12,2020-06-04,278.9480000000001
372563,372563,JNB,WDH,SA,2020-12-02,2020-12-15,2020-05-29,232.1905
372624,372624,MAD,MEX,IB,2021-02-26,2021-03-11,2020-06-04,274.32000000000005
372634,372634,MAD,SCL,IB,2021-02-19,2021-03-12,2020-04-20,288.07749999999993
372682,372682,FRA,SIN,SQ,2021-01-15,2021-01-28,2020-04-13,163.8899999999999
372735,372735,MUC,MEX,LH,2020-12-03,2020-12-17,2020-04-11,596.7950000000002
372790,372790,FRA,IST,TK,2021-02-20,2021-03-06,2020-04-11,604.2915
372845,372845,FRA,IST,TK,2021-02-21,2021-03-06,2020-04-11,604.4985
372949,372949,AMS,SJO,KL,2021-01-17,2021-01-31,2020-05-30,598.7494999999999
372958,372958,FRA,MEX,LH,2021-01-14,2021-02-01,2020-04-14,294.7700000000001
373010,373010,FRA,IST,TK,2021-02-17,2021-03-06,2020-04-11,669.8580000000001
373086,373086,FRA,LED,LH,2020-12-13,2020-12-18,2020-05-02,402.31199999999995
373133,373133,BKK,MDL,PG,2021-01-18,2021-02-02,2020-04-24,783.7460000000008
373175,373175,FRA,IST,TK,2021-02-19,2021-03-06,2020-04-11,688.7455000000003
373230,373230,FRA,IST,TK,2021-02-22,2021-03-06,2020-04-11,604.4985
373298,373298,BKK,MDL,PG,2021-01-23,2021-02-02,2020-04-24,783.7460000000008
373361,373361,FRA,KRK,LH,2020-12-10,2020-12-18,2020-05-02,467.3720000000001
373404,373404,CMN,RAK,AT,2021-01-22,2021-02-02,2020-04-20,272.5559999999999
373474,373474,FRA,MEX,LH,2021-01-17,2021-02-02,2020-05-05,301.12949999999995
373526,373526,FRA,LED,LH,2020-12-12,2020-12-18,2020-05-02,402.31199999999995
373588,373588,FRA,DUB,EI,2021-01-02,2021-01-13,2020-05-09,263.249
373662,373662,SIN,CHC,SQ,2021-02-12,2021-03-06,2020-05-28,588.0989999999998
373696,373696,FRA,EDI,LH,2021-01-26,2021-02-02,2020-05-07,392.658
373772,373772,SIN,CHC,SQ,2021-02-09,2021-03-06,2020-05-28,590.0184999999998
373788,373788,SIN,RGN,SQ,2021-02-18,2021-03-06,2020-04-19,178.16700000000077
373857,373857,FRA,EDI,LH,2020-12-11,2020-12-18,2020-05-03,338.8139999999999
373908,373908,FRA,SIN,SQ,2021-02-15,2021-03-06,2020-04-29,168.8899999999999
373963,373963,FRA,SIN,SQ,2021-02-10,2021-03-06,2020-04-29,168.3899999999999
374017,374017,FRA,DEL,LH,2021-01-23,2021-02-02,2020-04-28,1010.6974999999996
374099,374099,FRA,CPT,LH,2021-01-18,2021-02-02,2020-05-25,435.68950000000007
374128,374128,FRA,SIN,SQ,2021-02-17,2021-03-06,2020-04-29,170.3899999999999
374181,374181,CTU,KMG,CA,2021-01-13,2021-02-01,2020-04-27,302.55550000000005
374229,374229,FRA,HAN,VN,2020-12-17,2021-01-02,2020-04-20,657.2299999999998
374286,374286,FRA,ICN,LH,2021-02-25,2021-03-11,2020-04-22,870.5689999999997
374351,374351,FRA,LHR,LH,2020-12-10,2020-12-18,2020-05-02,402.31199999999995
374402,374402,FRA,GRU,LA,2020-12-19,2021-01-02,2020-04-28,203.27
374461,374461,FRA,GLA,LH,2021-01-26,2021-02-02,2020-05-02,205.02000000000004
374495,374495,FRA,IST,TK,2021-02-23,2021-03-06,2020-04-11,680.4455000000003
374550,374550,FRA,IST,TK,2021-02-27,2021-03-06,2020-04-11,570.2675
374620,374620,FRA,SIN,SQ,2021-02-18,2021-03-06,2020-04-26,178.38999999999993
374660,374660,FRA,IST,TK,2021-02-24,2021-03-06,2020-04-11,680.4455000000003
374733,374733,FRA,SIN,SQ,2021-02-16,2021-03-06,2020-04-29,168.8899999999999
374788,374788,FRA,SIN,SQ,2021-02-07,2021-03-06,2020-04-29,169.8899999999999
374854,374854,FRA,KEF,FI,2021-01-24,2021-01-30,2020-05-10,968.6874999999997
374898,374898,FRA,SIN,SQ,2021-02-14,2021-03-06,2020-04-29,168.8899999999999
374970,374970,FRA,DBV,LH,2020-12-10,2020-12-18,2020-05-16,846.7805000000003
375018,375018,AMS,EDI,KL,2021-01-22,2021-01-31,2020-05-09,452.34
375079,375079,FRA,YYZ,AC,2020-12-08,2020-12-18,2020-05-15,347.3665
375117,375117,FRA,PVG,LH,2021-01-16,2021-01-31,2020-04-28,1215.8225000000004
375179,375179,SIN,MNL,SQ,2020-12-04,2020-12-14,2020-05-05,245.275
375214,375214,FRA,MEX,LH,2021-03-02,2021-03-15,2020-04-15,294.6785000000001
375290,375290,AMS,EDI,KL,2021-01-19,2021-01-27,2020-05-06,412.27199999999993
375335,375335,MUC,TYO,LH,2020-12-06,2020-12-18,2020-04-26,378.65650000000016
375400,375400,CMN,RAK,AT,2021-01-19,2021-01-29,2020-05-06,271.6959999999999
375434,375434,FRA,MEX,LH,2021-03-01,2021-03-15,2020-04-15,294.6785000000001
375494,375494,FRA,MAD,IB,2021-03-05,2021-03-15,2020-04-20,1081.0255000000002
375557,375557,FRA,ICN,LH,2021-01-14,2021-01-28,2020-04-28,839.2700000000002
375606,375606,CDG,CMN,AF,2021-01-18,2021-01-29,2020-04-22,540.9205
375662,375662,HAM,LHR,BA,2021-03-01,2021-03-08,2020-04-23,164.26399999999995
375735,375735,MUC,RIX,BT,2020-12-06,2020-12-20,2020-05-11,818.3609999999999
375777,375777,DUS,PEK,CA,2021-02-28,2021-03-14,2020-04-28,603.5269999999998
375815,375815,DUS,LHR,BA,2021-02-27,2021-03-08,2020-04-11,171.80699999999993
375894,375894,FRA,LHR,BA,2021-02-09,2021-03-08,2020-05-05,524.5650000000002
375937,375937,MUC,YUL,LH,2020-12-07,2020-12-20,2020-04-23,217.9055
375991,375991,IST,BKK,TK,2020-12-02,2020-12-14,2020-04-22,591.901
376066,376066,IST,BKK,TK,2021-02-22,2021-03-09,2020-05-12,629.8409999999999
376090,376090,IST,BKK,TK,2021-02-23,2021-03-09,2020-04-11,642.7904999999997
376145,376145,DUS,LHR,BA,2021-03-01,2021-03-08,2020-04-11,173.01999999999992
376219,376219,FRA,LHR,BA,2021-03-01,2021-03-08,2020-04-30,542.9300000000002
376286,376286,FRA,LED,LH,2021-01-23,2021-01-29,2020-05-12,457.122
376329,376329,FRA,LHR,BA,2021-02-27,2021-03-08,2020-04-30,543.7300000000001
376396,376396,FRA,LHR,LH,2021-01-21,2021-01-29,2020-05-12,457.122
376464,376464,HAM,LED,SU,2020-12-19,2020-12-29,2020-05-25,155.365
376499,376499,FRA,LHR,BA,2021-02-07,2021-03-08,2020-05-05,524.5650000000002
376570,376570,MAD,EZE,IB,2021-01-10,2021-01-29,2020-05-21,263.1435
376606,376606,FRA,LCA,LH,2020-12-12,2020-12-20,2020-05-02,401.112
376680,376680,MAD,EZE,IB,2021-01-11,2021-01-29,2020-05-21,263.1435
376735,376735,MAD,EZE,IB,2021-01-09,2021-01-29,2020-05-21,263.1435
376771,376771,FRA,LED,LH,2020-12-13,2020-12-20,2020-05-02,401.112
376816,376816,LIS,FRA,TP,2021-01-21,2021-01-29,2020-04-22,302.9420000000001
376871,376871,LIS,HAM,TP,2021-01-21,2021-01-29,2020-04-22,302.9420000000001
376940,376940,FRA,MAD,IB,2020-12-10,2020-12-20,2020-05-06,774.2030000000003
376987,376987,FRA,JFK,LH,2020-12-14,2020-12-20,2020-04-28,1024.8600000000004
377073,377073,FRA,EDI,LH,2020-12-13,2020-12-20,2020-05-29,359.85250000000013
377106,377106,MUC,PEK,CA,2021-01-23,2021-01-29,2020-05-07,719.4404999999998
377154,377154,MUC,MEX,LH,2021-01-14,2021-01-28,2020-04-30,634.6080000000001
377217,377217,LHR,SIN,QF,2020-12-28,2021-01-21,2020-05-08,216.16449999999998
377272,377272,LHR,SIN,QF,2021-01-03,2021-01-21,2020-05-08,215.7045
377332,377332,MUC,RAK,LH,2020-12-13,2020-12-20,2020-05-13,770.2779999999998
377389,377389,MAD,EZE,IB,2021-02-28,2021-03-15,2020-05-15,230.65
377442,377442,MUC,RIX,BT,2020-12-12,2020-12-20,2020-05-13,800.2989999999999
377467,377467,DXB,HND,EK,2020-12-27,2021-01-07,2020-04-13,269.874
377522,377522,FRA,ATH,LH,2020-12-12,2020-12-20,2020-04-13,174.94400000000005
377588,377588,FRA,MIA,LH,2021-01-19,2021-01-29,2020-04-24,487.3474999999999
377657,377657,LHR,SIN,QF,2020-12-30,2021-01-21,2020-05-08,216.16449999999998
377696,377696,FRA,PEK,LH,2020-12-09,2020-12-19,2020-04-22,834.5005000000003
377740,377740,FRA,BKK,LH,2021-01-17,2021-01-30,2020-04-11,334.64
377824,377824,AMS,LIM,KL,2021-02-27,2021-03-13,2020-05-10,443.45099999999996
377870,377870,FRA,MEX,LH,2021-01-17,2021-01-30,2020-05-01,294.7700000000001
377943,377943,FRA,WAW,LH,2021-01-22,2021-01-30,2020-05-19,912.0350000000003
377975,377975,FRA,EDI,LH,2021-03-08,2021-03-15,2020-04-26,294.37499999999994
378053,378053,FRA,WAW,LO,2021-01-23,2021-01-30,2020-05-19,914.4850000000004
378085,378085,FRA,EDI,LH,2021-03-06,2021-03-15,2020-04-26,294.37499999999994
378146,378146,FRA,GLA,LH,2021-01-23,2021-01-30,2020-05-02,216.77000000000004
378195,378195,FRA,EDI,LH,2021-03-10,2021-03-15,2020-04-26,294.37499999999994
378250,378250,FRA,EDI,LH,2021-03-11,2021-03-15,2020-04-26,294.37499999999994
378324,378324,FRA,GRU,LA,2020-12-20,2020-12-30,2020-05-15,200.02
378390,378390,CGN,VIE,OS,2021-01-20,2021-01-30,2020-05-26,182.87199999999973
378403,378403,CGN,VIE,OS,2021-01-22,2021-01-30,2020-04-14,180.8719999999997
378457,378457,DXB,JKT,EK,2020-12-22,2021-01-08,2020-04-13,268.324
378541,378541,MUC,YUL,LH,2021-03-01,2021-03-14,2020-05-12,320.5150000000001
378575,378575,FRA,YYZ,AC,2020-12-09,2020-12-19,2020-04-21,391.5385
378664,378664,SIN,AKL,SQ,2021-01-07,2021-01-24,2020-05-25,978.0345
378719,378719,SIN,ADL,SQ,2021-01-06,2021-01-24,2020-05-25,978.0345
378775,378775,FRA,YYC,AC,2020-12-04,2020-12-19,2020-05-26,329.074
378804,378804,FRA,DEL,LH,2021-03-02,2021-03-14,2020-04-30,1053.2499999999998
378863,378863,SIN,CGK,SQ,2021-01-11,2021-01-24,2020-05-04,469.0
378900,378900,SIN,MEL,QF,2021-01-04,2021-01-22,2020-04-16,209.89249999999996
378995,378995,FRA,YYC,AC,2020-12-05,2020-12-19,2020-05-26,329.074
379005,379005,SIN,RGN,SQ,2021-01-09,2021-01-24,2020-04-11,178.1669999999995
379084,379084,STR,CPH,SK,2021-01-22,2021-01-30,2020-05-05,484.54400000000004
379124,379124,FRA,CTU,CA,2021-02-23,2021-03-13,2020-04-20,426.95999999999987
379170,379170,SIN,RGN,SQ,2021-01-08,2021-01-24,2020-04-11,178.16699999999938
379257,379257,NUE,FRA,LH,2021-03-06,2021-03-14,2020-05-13,658.8554999999999
379287,379287,PEK,CSX,CA,2021-03-07,2021-03-13,2020-04-18,519.7190000000002
379360,379360,FRA,SIN,SQ,2020-12-04,2020-12-14,2020-05-06,124.88999999999993
379407,379407,FRA,PVG,LH,2020-12-05,2020-12-19,2020-04-28,1121.4095000000002
379456,379456,FRA,PEK,LH,2020-12-03,2020-12-19,2020-04-22,834.5005000000003
379531,379531,FRA,YYC,AC,2020-12-06,2020-12-19,2020-05-12,343.7965000000001
379568,379568,FRA,SIN,SQ,2021-01-14,2021-01-24,2020-04-24,165.38999999999996
379621,379621,FRA,WDH,SW,2020-12-13,2020-12-28,2020-04-22,3875.358000000001
379670,379670,FRA,GDN,LH,2021-03-01,2021-03-15,2020-04-16,268.2699999999999
379731,379731,FRA,WDH,SW,2020-12-11,2020-12-28,2020-04-22,3875.358000000001
379786,379786,FRA,WDH,SW,2020-12-15,2020-12-28,2020-04-22,3875.358000000001
379841,379841,FRA,WDH,SW,2020-12-19,2020-12-28,2020-04-22,3875.358000000001
379896,379896,FRA,WDH,SW,2020-12-17,2020-12-28,2020-04-22,3875.358000000001
379954,379954,FRA,GLA,LH,2021-03-10,2021-03-15,2020-04-25,199.02
380043,380043,JNB,WDH,SA,2020-12-02,2020-12-17,2020-05-29,232.1905
380064,380064,FRA,GLA,LH,2021-03-08,2021-03-15,2020-04-25,209.02000000000004
380153,380153,JNB,CPT,SA,2020-12-02,2020-12-17,2020-05-29,216.5575
380177,380177,DUS,SIN,SQ,2021-01-10,2021-01-23,2020-04-28,635.6064999999999
380215,380215,FRA,GDN,LH,2021-03-07,2021-03-15,2020-04-11,268.4819999999999
380281,380281,FRA,ADD,ET,2020-12-15,2020-12-28,2020-04-22,2483.9530000000004
380373,380373,MUC,WAW,LO,2021-02-26,2021-03-15,2020-05-29,322.1330000000001
380408,380408,FRA,ATH,LH,2021-01-22,2021-01-30,2020-05-09,206.34599999999998
380488,380488,TPE,CGK,CI,2021-01-13,2021-01-30,2020-06-03,300.10800000000006
380502,380502,MUC,WAW,LH,2021-03-07,2021-03-15,2020-04-23,324.0565
380571,380571,WAW,GDN,LO,2021-01-16,2021-01-30,2020-05-07,184.1049999999996
380612,380612,MUC,VLC,LH,2021-03-11,2021-03-15,2020-04-23,558.7969999999998
380656,380656,OSL,BGO,SK,2021-03-02,2021-03-15,2020-04-12,1251.5990000000004
380717,380717,PEK,CTU,CA,2021-02-28,2021-03-14,2020-04-18,560.3570000000002
380772,380772,PEK,CTU,CA,2021-02-27,2021-03-14,2020-04-18,560.3570000000002
380830,380830,MAD,SCL,IB,2021-01-12,2021-01-30,2020-04-21,284.16
380896,380896,TPE,CGK,CI,2021-03-02,2021-03-15,2020-05-02,249.668
380977,380977,MAD,BOG,IB,2020-12-02,2020-12-20,2020-05-28,306.9799999999999
380995,380995,MAD,SCL,IB,2021-01-15,2021-01-30,2020-04-21,284.16
381064,381064,SIN,MNL,SQ,2021-01-11,2021-01-24,2020-05-05,233.601
381095,381095,FRA,SIN,SQ,2021-02-22,2021-03-09,2020-04-11,168.8899999999999
381168,381168,SIN,CHC,SQ,2020-12-29,2021-01-23,2020-04-29,428.2470000000001
381217,381217,FRA,YUL,AC,2021-01-16,2021-01-28,2020-04-23,567.9034999999999
381298,381298,FRA,YVR,LH,2021-01-17,2021-01-28,2020-05-19,912.0350000000003
381353,381353,FRA,YUL,LH,2021-03-03,2021-03-15,2020-05-19,875.6499999999999
381422,381422,MUC,ATH,LH,2020-12-13,2020-12-21,2020-06-02,414.6415
381445,381445,FRA,YYZ,LH,2021-01-18,2021-01-29,2020-05-01,904.7995
381497,381497,FRA,YUL,AC,2021-03-03,2021-03-15,2020-04-28,171.36
381546,381546,FRA,PEK,LH,2021-01-11,2021-01-28,2020-04-22,782.5070000000003
381601,381601,FRA,PEK,LH,2021-01-10,2021-01-28,2020-04-22,782.5070000000003
381656,381656,FRA,PEK,LH,2021-01-09,2021-01-28,2020-04-22,782.5070000000003
381727,381727,MAD,SCL,IB,2021-02-25,2021-03-15,2020-05-08,295.129
381780,381780,MUC,MAD,LH,2020-12-14,2020-12-21,2020-05-06,509.59699999999987
381821,381821,FRA,PEK,LH,2021-01-06,2021-01-28,2020-04-22,782.5070000000003
381890,381890,MUC,MAD,LH,2020-12-15,2020-12-22,2020-05-06,509.59699999999987
381931,381931,FRA,PEK,LH,2021-01-14,2021-01-28,2020-04-22,913.7605000000003
381982,381982,ZRH,PRN,LX,2021-03-07,2021-03-15,2020-04-18,177.2505
382041,382041,FRA,PEK,LH,2021-01-15,2021-01-29,2020-04-22,913.7605000000003
382085,382085,MUC,LIS,TP,2020-12-13,2020-12-21,2020-04-11,274.5235
382151,382151,FRA,PEK,LH,2021-01-12,2021-01-28,2020-04-22,782.5070000000003
382195,382195,SIN,RGN,SQ,2021-02-27,2021-03-09,2020-04-11,178.16700000000077
382253,382253,MAD,LIM,LA,2020-12-13,2020-12-29,2020-04-14,182.68400000000003
382305,382305,SIN,PER,SQ,2021-02-20,2021-03-09,2020-04-11,178.16700000000077
382384,382384,MUC,LCA,LH,2020-12-13,2020-12-21,2020-05-05,589.5925
382422,382422,MAD,LIM,LA,2020-12-18,2020-12-29,2020-04-18,179.68400000000003
382487,382487,FRA,YUL,AC,2021-03-04,2021-03-14,2020-04-28,171.36
382570,382570,FRA,YYC,AC,2021-01-08,2021-01-29,2020-05-26,356.32400000000007
382580,382580,FRA,YYZ,AC,2021-03-01,2021-03-14,2020-04-11,160.46
382655,382655,FRA,YUL,LH,2021-01-17,2021-01-29,2020-05-01,904.7995
382715,382715,FRA,AUH,EY,2021-01-27,2021-02-12,2020-05-06,674.653
382771,382771,FRA,YUL,AC,2020-12-10,2020-12-19,2020-05-07,419.7285
382848,382848,JNB,WDH,SA,2021-01-15,2021-01-26,2020-05-29,232.08049999999997
382901,382901,FRA,BKK,TG,2021-02-11,2021-02-22,2020-05-27,676.6705
382958,382958,JNB,WDH,SA,2021-01-13,2021-01-26,2020-05-29,232.08049999999997
383011,383011,FRA,BKK,TG,2021-02-12,2021-02-22,2020-05-27,682.9585
383038,383038,FRA,YUL,AC,2021-01-20,2021-01-29,2020-04-29,563.3494999999998
383116,383116,FRA,BKK,TG,2021-02-06,2021-02-22,2020-05-22,654.2220000000002
383178,383178,JNB,WDH,SA,2021-01-06,2021-01-26,2020-05-29,232.08049999999997
383195,383195,FRA,YUL,AC,2021-02-23,2021-03-15,2020-04-21,561.8249999999998
383288,383288,JNB,WDH,SA,2021-01-09,2021-01-26,2020-05-29,232.08049999999997
383343,383343,JNB,WDH,SA,2021-01-11,2021-01-26,2020-05-29,232.08049999999997
383397,383397,FRA,YYC,AC,2021-02-18,2021-03-14,2020-05-28,407.38500000000016
383453,383453,JNB,CPT,SA,2021-01-09,2021-01-26,2020-05-29,216.5575
383478,383478,GRU,IGU,LA,2020-12-14,2020-12-29,2020-04-29,270.46650000000005
383566,383566,FRA,YYC,AC,2021-01-15,2021-01-29,2020-06-01,423.0485000000001
383587,383587,FRA,YYZ,AC,2021-03-04,2021-03-14,2020-04-28,171.36
383673,383673,KBP,EVN,PS,2021-01-09,2021-01-18,2020-05-29,203.90000000000003
383680,383680,SIN,RGN,SQ,2021-02-19,2021-03-09,2020-04-11,178.16700000000077
383763,383763,MUC,SIN,SQ,2021-01-05,2021-01-22,2020-05-09,909.043
383834,383834,SIN,AKL,SQ,2020-12-29,2021-01-22,2020-05-25,978.0345
383864,383864,FRA,OSL,SK,2021-03-02,2021-03-15,2020-04-30,163.9679999999999
383918,383918,SIN,CGK,SQ,2021-01-03,2021-01-22,2020-04-29,482.6065
383973,383973,SIN,CHC,SQ,2020-12-29,2021-01-22,2020-04-29,428.2470000000001
384025,384025,MAD,MEX,IB,2021-03-02,2021-03-15,2020-04-26,300.8785
384083,384083,SIN,CGK,SQ,2021-01-06,2021-01-22,2020-04-29,484.375
384125,384125,MAD,MEX,IB,2021-02-27,2021-03-15,2020-04-16,283.43250000000006
384175,384175,SIN,CGK,SQ,2021-01-09,2021-01-22,2020-04-11,468.7595
384248,384248,SIN,CHC,SQ,2021-01-05,2021-01-22,2020-04-29,484.37700000000007
384332,384332,SIN,KUL,SQ,2021-01-08,2021-01-22,2020-05-28,670.4330000000002
384345,384345,SIN,MEL,SQ,2021-01-04,2021-01-22,2020-04-16,206.85099999999997
384442,384442,SIN,KUL,SQ,2021-01-11,2021-01-22,2020-05-28,670.9330000000002
384454,384454,SIN,SYD,SQ,2021-01-05,2021-01-22,2020-04-15,276.3635
384524,384524,STR,CPH,SK,2021-01-20,2021-01-28,2020-04-30,494.3815
384579,384579,MAD,SCL,IB,2021-03-01,2021-03-15,2020-04-30,308.71149999999994
384626,384626,FRA,PEK,CA,2021-02-27,2021-03-14,2020-04-22,896.9270000000004
384696,384696,SIN,KNO,MI,2021-01-03,2021-01-22,2020-05-07,525.754
384757,384757,MUC,PVG,LH,2020-12-12,2020-12-21,2020-05-13,770.2779999999998
384784,384784,FRA,MEX,LH,2021-02-27,2021-03-15,2020-04-15,294.7700000000001
384859,384859,SIN,MNL,SQ,2021-02-24,2021-03-09,2020-05-05,236.36499999999995
384922,384922,MUC,GDN,LH,2020-12-13,2020-12-21,2020-05-13,607.9539999999997
384985,384985,SIN,DRW,MI,2021-02-22,2021-03-09,2020-05-21,292.06999999999994
385045,385045,SIN,CGK,SQ,2021-02-20,2021-03-09,2020-05-26,552.2885
385079,385079,MUC,LCA,LH,2020-12-12,2020-12-22,2020-05-05,592.1965
385119,385119,FRA,MEX,LH,2021-02-20,2021-03-15,2020-04-20,303.237
385174,385174,FRA,MEX,LH,2021-02-22,2021-03-15,2020-04-20,296.587
385237,385237,IST,BKK,TK,2021-01-08,2021-01-22,2020-04-28,787.7429999999997
385292,385292,FRA,MEX,LH,2021-02-24,2021-03-15,2020-04-28,303.93799999999993
385334,385334,FRA,MEX,LH,2021-02-25,2021-03-15,2020-04-15,294.7700000000001
385385,385385,MAD,CMN,IB,2020-12-12,2020-12-22,2020-04-11,197.72850000000042
385463,385463,FRA,KEF,FI,2021-01-14,2021-01-25,2020-05-04,656.387
385499,385499,FRA,MEX,LH,2021-02-26,2021-03-15,2020-04-15,294.7700000000001
385598,385598,LEJ,FRA,LH,2020-12-10,2020-12-21,2020-05-29,202.18
385629,385629,SIN,MNL,SQ,2020-12-29,2021-01-22,2020-05-05,238.817
385678,385678,FRA,HEL,LH,2020-12-12,2020-12-20,2020-04-29,737.5355000000002
385740,385740,MUC,MAD,IB,2020-12-12,2020-12-20,2020-05-06,515.077
385791,385791,FRA,EDI,LH,2021-01-18,2021-01-29,2020-05-02,380.2269999999999
385849,385849,MUC,LCA,LH,2020-12-12,2020-12-20,2020-05-05,589.5899999999998
385904,385904,MUC,LHR,LH,2020-12-13,2020-12-20,2020-05-05,589.5925
385959,385959,MUC,ATH,LH,2020-12-16,2020-12-20,2020-05-05,420.23250000000013
386019,386019,DXB,BKK,EK,2021-02-08,2021-02-21,2020-05-10,165.45300000000003
386074,386074,DXB,CMB,EK,2021-02-07,2021-02-21,2020-05-10,165.45300000000003
386152,386152,MUC,ATH,LH,2020-12-12,2020-12-20,2020-06-02,414.6415
386197,386197,DXB,HND,EK,2021-02-11,2021-02-21,2020-05-23,256.0605
386222,386222,MUC,DUB,LH,2021-01-22,2021-01-29,2020-04-23,366.4955
386282,386282,FRA,EDI,LH,2021-01-22,2021-01-29,2020-04-28,394.86300000000006
386338,386338,SIN,CHC,SQ,2021-01-01,2021-01-23,2020-04-29,428.2470000000001
386375,386375,FRA,SIN,SQ,2021-02-21,2021-03-09,2020-04-11,168.8899999999999
386448,386448,FRA,HEL,LH,2020-12-11,2020-12-20,2020-04-29,737.6105
386503,386503,SIN,CGK,SQ,2021-01-06,2021-01-23,2020-04-29,484.375
386557,386557,FRA,SIN,SQ,2021-02-19,2021-03-09,2020-04-28,172.38999999999993
386613,386613,SIN,CHC,SQ,2021-01-05,2021-01-23,2020-04-29,484.37700000000007
386660,386660,VIE,LCA,OS,2020-12-05,2020-12-20,2020-04-21,1236.2299999999998
386705,386705,SIN,RGN,SQ,2021-01-13,2021-01-23,2020-04-11,178.16699999999966
386778,386778,FRA,SIN,SQ,2021-02-16,2021-03-09,2020-04-29,166.3899999999999
386862,386862,SIN,MDL,MI,2021-01-12,2021-01-23,2020-05-28,348.184
386888,386888,FRA,SIN,SQ,2021-02-24,2021-03-09,2020-04-29,164.88999999999996
386930,386930,SIN,MEL,SQ,2021-01-05,2021-01-23,2020-04-16,206.85099999999997
386980,386980,SIN,RGN,SQ,2021-01-07,2021-01-23,2020-04-11,178.16699999999938
387077,387077,DXB,HND,EK,2021-02-10,2021-02-21,2020-05-23,256.0605
387090,387090,SIN,RGN,SQ,2021-01-05,2021-01-23,2020-04-11,178.16699999999938
387149,387149,LIS,PDL,TP,2020-12-12,2020-12-20,2020-04-15,269.249
387248,387248,LEJ,FRA,LH,2020-12-11,2020-12-20,2020-05-29,202.18
387279,387279,MUC,ATH,LH,2020-12-15,2020-12-20,2020-05-05,420.33250000000015
387321,387321,MUC,CPH,LH,2021-01-24,2021-01-29,2020-04-22,373.6835
387365,387365,MAD,MEX,IB,2021-01-16,2021-01-29,2020-04-11,311.2135000000001
387430,387430,MAD,SCL,IB,2021-01-14,2021-01-29,2020-04-21,284.16
387492,387492,FRA,SCL,LA,2021-01-21,2021-02-11,2020-04-28,1156.5045000000002
387547,387547,FRA,SCL,LA,2021-01-23,2021-02-11,2020-04-28,1116.9605000000004
387612,387612,FRA,OSL,LH,2020-12-14,2020-12-20,2020-05-08,215.31349999999992
387657,387657,FRA,PVG,LH,2021-02-27,2021-03-14,2020-04-28,1238.6625000000004
387708,387708,HAM,MAD,IB,2020-12-12,2020-12-20,2020-04-24,318.58800000000014
387760,387760,MAD,SCL,IB,2021-01-10,2021-01-29,2020-04-21,291.99499999999995
387825,387825,HAM,RIX,BT,2020-12-12,2020-12-20,2020-05-01,179.88399999999996
387870,387870,MAD,SCL,IB,2021-01-11,2021-01-29,2020-04-21,284.16
387925,387925,MAD,SCL,IB,2021-01-08,2021-01-29,2020-04-21,291.99499999999995
387979,387979,DRS,MUC,LH,2021-01-21,2021-01-29,2020-04-20,594.5770000000008
388036,388036,FRA,PMI,LH,2020-12-14,2020-12-20,2020-04-22,782.5880000000003
388092,388092,DXB,MAA,EK,2021-02-09,2021-02-21,2020-04-23,138.98999999999995
388187,388187,MUC,ATH,LH,2020-12-11,2020-12-20,2020-06-02,414.6415
388201,388201,MUC,LIS,TP,2021-01-21,2021-01-29,2020-04-22,311.6510000000001
388257,388257,FRA,SIN,SQ,2021-01-11,2021-01-23,2020-04-23,162.88999999999996
388324,388324,DXB,RGN,EK,2021-02-09,2021-02-21,2020-05-05,743.8545000000001
388366,388366,FRA,ADD,ET,2021-01-29,2021-02-13,2020-04-22,2570.336999999999
388428,388428,FRA,RAK,LH,2020-12-14,2020-12-20,2020-04-29,1114.1850000000006
388500,388500,FRA,KRK,LH,2021-01-21,2021-01-29,2020-05-16,457.6595
388520,388520,DXB,BLR,EK,2021-02-04,2021-02-21,2020-04-11,153.165
388575,388575,DXB,CCU,EK,2021-02-03,2021-02-21,2020-04-11,157.21499999999997
388665,388665,CTU,KTM,CA,2021-01-11,2021-01-28,2020-05-16,276.925
388720,388720,CTU,KMG,CA,2021-01-09,2021-01-28,2020-05-16,276.925
388751,388751,FRA,PRG,LH,2020-12-16,2020-12-20,2020-04-22,782.5880000000003
388797,388797,FRA,SKG,LH,2020-12-10,2020-12-20,2020-04-13,746.9000000000003
388874,388874,SIN,MNL,SQ,2021-01-09,2021-01-24,2020-05-05,233.601
388939,388939,FRA,YYC,AC,2020-12-03,2020-12-19,2020-05-15,335.3665
388961,388961,FRA,DEL,LH,2021-02-27,2021-03-14,2020-04-12,1110.2865000000004
